"Consumption emissions in tCO₂ per person"
;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;"Antigua and Barbuda";Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;"Bosnia and Herzegovina";Botswana;Brazil;"British Virgin Islands";"Brunei Darussalam";Bulgaria;"Burkina Faso";Burundi;Cambodia;Cameroon;Canada;"Cape Verde";"Cayman Islands";"Central African Republic";Chad;Chile;China;Colombia;Comoros;Congo;"Cook Islands";"Costa Rica";"Côte d'Ivoire";Croatia;Cuba;Cyprus;"Czech Republic";"Democratic Republic of the Congo";Denmark;Djibouti;Dominica;"Dominican Republic";Ecuador;Egypt;"El Salvador";"Equatorial Guinea";Eritrea;Estonia;Ethiopia;"Faeroe Islands";"Falkland Islands (Malvinas)";Fiji;Finland;France;"French Guiana";"French Polynesia";Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;"Hong Kong";Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Lithuania;Luxembourg;Macao;"Macedonia (Republic of)";Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;"Marshall Islands";Martinique;Mauritania;Mauritius;Mexico;"Micronesia (Federated States of)";Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;"Netherlands Antilles";"New Caledonia";"New Zealand";Nicaragua;Niger;Nigeria;Niue;"North Korea";Norway;"Occupied Palestinian Territory";Oman;Pakistan;Palau;Panama;"Papua New Guinea";Paraguay;Peru;Philippines;Poland;Portugal;Qatar;Réunion;Romania;"Russian Federation";Rwanda;"Saint Helena";"Saint Kitts and Nevis";"Saint Lucia";"Saint Pierre and Miquelon";"Saint Vincent and the Grenadines";Samoa;"Sao Tome and Principe";"Saudi Arabia";Senegal;Serbia;Seychelles;"Sierra Leone";Singapore;Slovakia;Slovenia;"Solomon Islands";Somalia;"South Africa";"South Korea";Spain;"Sri Lanka";Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;"Trinidad and Tobago";Tunisia;Turkey;Turkmenistan;"Turks and Caicos Islands";Uganda;Ukraine;"United Arab Emirates";"United Kingdom";"United States of America";Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;"Wallis and Futuna Islands";"Western Sahara";Yemen;Zambia;Zimbabwe
2012;;2.0895719688572;;;;;;4.4573959011342;1.7170296128667;;14.649943595513;11.030868809686;4.400739115942;;12.835448051983;0.49735425820895;;8.0922929343525;20.238596503918;;0.90514075534226;;;1.4212647617705;;5.4773417967873;2.4273450279903;;;6.4850777656145;0.1316088361576;;0.83019804171589;0.41904860041168;16.080984952686;;;;;5.3081183687384;5.8384334384901;1.8836050582895;;;;2.9220058289866;0.43817588427274;6.5832648855859;;10.446822569473;10.575258973902;;10.62575030012;;;;2.6104706194008;2.7572798916933;1.5013353142586;;;13.47388939074;0.10790825468659;;;;15.275366434771;8.3208194996369;;;;;2.2607739542687;11.086216890915;0.55835930134837;;7.0194637327108;;;;1.1508714776424;0.21641262067545;;;;1.3268780669383;11.223078766392;7.5575006302503;;1.6745925596297;1.9146847425919;7.6999448985189;;11.77759954894;12.355883543817;9.383045395409;;12.543064147324;;15.261743739752;0.4212756635354;;22.052634428715;1.4141028125869;0.54945757691255;7.0166004344728;;;;;7.1243065099628;18.62112024195;;;0.20493485352101;0.17723591066611;6.9683758102406;;;16.606820583312;;;;4.5819595226359;4.0108996234981;;;4.89664879184;;;1.8187644880747;0.3065380675897;;4.0110330517975;;0.264930484138;8.5394248109581;;;8.7201772614876;0.95246233435302;;0.37321382896749;;;11.123426197091;;15.566531211065;0.99792525803916;;0.83371008086988;;1.3051635764841;2.2406511981539;1.1637934653671;7.9485332519046;6.2899502857654;17.044458121232;;4.5133931955338;10.430426900595;0.099774817174779;;;;;;;;14.840959132462;0.66333863251411;;;;19.472781290918;9.1923491995695;10.114585313174;;;6.4233576502999;14.140340029953;7.6087197605041;1.1304572985462;;;;9.2579226443289;15.489786116711;;10.660067325484;;0.25634163973473;4.3309155599174;;0.66497785313946;;;2.5604889785345;4.9233113479756;;;0.15963028526495;5.7452409781132;25.374609574054;10.241261523899;17.450664267093;2.9535354213662;;;5.7181721435996;1.7598309013716;;;;0.47637320348511;0.74870028140562

Sources
Consumption;"Peters et al. (2011): Updated from Peters, GP, Minx, JC, Weber, L, and Edenhofer, O. 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences USA doi:10.1073/pnas.1006388108

The use of data is conditional on citing the original data sources. Data for years 2011 and 2012 are preliminary."
Population;"UN: United Nations Population Division - World Population Prospects: The 2012 Revision, 2013
http://esa.un.org/unpd/wpp/Excel-Data/population.htm

The use of data is conditional on citing the original data sources"
